,0
1410,100% recycled polyester ripstop
1411,100% cotton single jersey
1412,"70% cotton, 30% recycled polyester single jersey"
1413,100% recycled polyester plain weave
1414,100% cotton single jersey
1415,"50% polyester, 50% recycled polyester interlock"
1416,Shell: 100% nylon plain weave Upper lining: 100% recycled polyester mesh Lower lining: 100% recycled polyester plain weave
1417,100% recycled polyester plain weave
1418,100% recycled polyester plain weave with PFC-free water-repellent finish
1419,"70% cotton, 30% polyester single jersey"
1420,100% cotton single jersey
1421,100% cotton single jersey
1422,Shell: 100% nylon plain weave Lining: 100% recycled polyester mesh
1423,100% cotton French terry
1424,100% recycled polyester interlock
1425,100% cotton single jersey
1426,70% recycled polyester / 30% cotton interlock
1427,100% recycled polyester interlock
1428,100% recycled polyester interlock
1429,"70% cotton, 30% recycled polyester single jersey"
1430,"93% recycled polyester, 7% elastane twill"
1431,"90% recycled polyester, 10% elastane twill"
1432,"70% cotton, 30% recycled polyester fleece"
1433,100% recycled polyester plain weave
1434,"89% recycled polyester, 8% elastane, 3% polyester mesh"
1435,100% recycled polyester raschel
1436,"70% cotton, 30% polyester single jersey"
1437,100% recycled polyester interlock
1438,100% cotton single jersey
1439,"70% cotton, 30% recycled polyester single jersey"
1440,100% recycled polyester doubleknit
1441,100% recycled polyester ripstop
1442,"74% polyester, 26% recycled polyester doubleknit"
1443,100% recycled polyester plain weave
1444,100% cotton French terry
1445,100% recycled polyester doubleknit
1446,Main body: 100% cotton French terry Lower body: 100% nylon woven
1447,
1448,"84% recycled polyester, 16% elastane plain weave"
1449,"89% recycled polyester, 8% elastane, 3% polyester mesh"
1450,"93% recycled polyester, 7% elastane single jersey"
1451,100% nylon plain weave
1452,100% cotton single jersey
1453,"88% recycled polyester, 12% elastane plain weave with durable water-repellent (DWR) coating"
1454,100% cotton single jersey
1455,"88% recycled polyester, 12% elastane double weave"
1456,100% cotton French terry
1457,100% cotton interlock
1458,"94% recycled polyester, 6% elastane fleece"
1459,"65% recycled polyester, 35% polyester doubleknit"
1460,100% cotton single jersey
1461,88% recycled polyester / 12% elastane
1462,100% recycled polyester piqué
1463,100% recycled polyester plain weave
1464,100% cotton single jersey
1465,"Front: 100% recycled polyester interlock Back and sleeves: 98% recycled polyester, 2% polyester mesh"
1466,100% recycled polyester raschel
1467,100% cotton single jersey
1468,100% recycled polyester tricot
1469,100% organic cotton single jersey
1470,"93% cotton, 7% elastane single jersey"
1471,"52% recycled polyester, 48% cotton single jersey"
1472,"70% cotton, 30% recycled polyester"
1473,100% cotton single jersey
1474,"70% cotton, 30% recycled polyester French terry"
1475,"70% cotton, 30% recycled polyester French terry"
1476,"92% cotton, 8% elastane single jersey"
1477,"94% polyester, 6% elastane single jersey"
1478,100% polyester doubleknit
1479,"88% polyester, 12% elastane dobby"
1480,100% denim cotton twill
1481,90% polyester / 10% elastane
1482,"94% polyester, 6% elastane single jersey"
1483,
1484,94% polyester / 6% elastane single jersey
1485,"88% polyester, 12% elastane dobby"
1486,"77% nylon, 12% elastane, 11% polyester doubleweave with durable water-repellent (DWR) coating"
1487,100% nylon dobby
1488,100% nylon dobby
1489,"94% polyester, 6% elastane single jersey"
1490,100% nylon dobby
1491,100% cotton French terry
1492,"88% polyester, 12% elastane dobby"
1493,"90% polyester / 10% elastane twill, right hand (Z)"
1494,90% polyester / 10% elastane
1495,"74% cotton, 26% polyester spacer"
1496,90% polyester / 10% elastane
1497,"88% polyester, 12% elastane dobby"
1498,100% nylon plain weave
1499,"92% cotton, 8% elastane single jersey"
1500,100% nylon ripstop
1501,"90% polyester / 10% elastane twill, right hand (Z)"
1502,100% cotton French terry
1503,"70% cotton, 30% polyester French terry"
1504,100% nylon plain weave
1505,"Shell: 100% nylon ripstop 800 fill down: 90% goose down, 10% feathers in differential baffles"
1506,100% polyester plain weave with durable water-repellent (DWR) coating
1507,"Shell: 100% nylon ripstop 600 fill down: 80% duck down, 20% feathers in wide, differential baffles"
1508,"81% nylon, 19% elastane single jersey"
1509,100% nylon ripstop
1510,"90% polyester / 10% elastane twill, right hand (Z)"
1511,"70% cotton, 30% polyester French terry"
1512,100% polyester plain weave with durable water-repellent (DWR) coating
1513,100% polyester plain weave with durable water-repellent (DWR) coating
1514,"81% nylon, 19% elastane single jersey"
1515,"94% polyester, 6% elastane single jersey"
1516,"78% nylon, 22% elastane tricot"
1517,100% polyester doubleknit
1518,100% polyester doubleknit
1519,100% cotton French terry
1520,"86% recycled nylon, 14% elastane seamless"
1521,"84% recycled nylon, 16% elastane seamless"
1522,100% cotton single jersey
1523,"Shell: 85% recycled polyester, 15% elastane doubleknit Lining: 100% recycled polyester single jersey"
1524,"52% recycled nylon, 32% recycled polyester, 16% elastane seamless"
1525,100% cotton French terry
1526,"86% recycled nylon, 14% elastane seamless"
1527,"84% recycled nylon, 16% elastane seamless"
1528,"70% cotton, 30% recycled polyester French terry"
1529,"84% recycled nylon, 16% elastane seamless"
1530,"82% recycled polyester, 18% elastane seamless"
1531,"84% recycled nylon, 16% elastane seamless"
1532,"84% recycled nylon, 16% elastane seamless"
1533,"84% recycled nylon, 16% elastane seamless"
1534,"84% recycled nylon, 16% elastane seamless"
1535,"82% recycled polyester, 18% elastane seamless"
1536,"82% recycled polyester, 18% elastane seamless"
1537,"84% recycled nylon, 16% elastane seamless"
1538,"84% recycled nylon, 16% elastane seamless"
1539,"52% recycled nylon, 32% recycled polyester, 16% elastane seamless"
1540,"82% recycled polyester, 18% elastane seamless"
1541,"86% recycled nylon, 14% elastane seamless"
1542,"52% recycled nylon, 32% recycled polyester, 16% elastane seamless"
1543,"82% recycled polyester, 18% elastane seamless"
1544,"82% recycled polyester, 18% elastane seamless"
1545,"82% recycled polyester, 18% elastane seamless"
1546,"86% recycled nylon, 14% elastane seamless"
1547,"84% recycled nylon, 16% elastane seamless"
1548,"93% cotton, 7% elastane single jersey"
1549,"50% cotton, 45% recycled polyester, 5% elastane interlock"
1550,"50% cotton, 45% recycled polyester, 5% elastane interlock"
1551,100% recycled polyester doubleknit
1552,100% recycled polyester doubleknit
1553,"79% recycled polyester, 21% elastane interlock"
1554,100% cotton single jersey
1555,"87% recycled polyester, 13% elastane plain weave"
1556,"92% cotton, 8% elastane single jersey"
1557,"65% recycled polyester, 35% cotton single jersey"
1558,"75% recycled polyester, 25% elastane doubleknit"
1559,"Front: 88% recycled polyester, 12% elastane single jersey Back: 100% recycled polyester mesh"
1560,"90% cotton, 10% elastane single jersey"
1561,"79% recycled polyester, 21% elastane interlock"
1562,100% recycled polyester tricot
1563,"92% cotton, 8% elastane single jersey"
1564,"89% recycled polyester, 11% elastane interlock"
1565,100% recycled polyester interlock
1566,"93% cotton, 7% elastane single jersey"
1567,"92% cotton, 8% elastane single jersey"
1568,100% cotton single jersey
1569,"92% cotton, 8% elastane single jersey"
1570,100% recycled polyester doubleknit
1571,"93% cotton, 7% elastane single jersey"
1572,"89% recycled polyester, 11% elastane interlock"
1573,100% recycled nylon plain weave
1574,"92% cotton, 8% elastane single jersey"
1575,100% recycled polyester doubleknit
1576,"70% cotton, 30% recycled polyester French terry"
1577,"79% recycled polyester, 21% elastane interlock"
1578,"92% cotton, 8% elastane single jersey"
1579,100% recycled polyester tricot
1580,"75% recycled polyester, 25% elastane doubleknit"
1581,100% cotton single jersey
1582,"70% recycled polyester, 30% cotton interlock"
1583,"70% recycled polyester, 20% nylon, 10% elastane seamless"
1584,100% organic cotton French terry
1585,"52% cotton, 48% recycled polyester French terry"
1586,100% cotton single jersey
1587,100% cotton single jersey
1588,"88% recycled polyester, 12% elastane jacquard"
1589,100% cotton French terry
1590,"93% cotton, 7% elastane single jersey"
1591,"65% recycled polyester, 35% cotton single jersey"
1592,"89% recycled polyester, 11% elastane interlock"
1593,"70% cotton, 30% recycled polyester French terry"
1594,"93% cotton, 7% elastane single jersey"
1595,100% cotton single jersey
1596,"90% cotton, 10% elastane single jersey"
1597,100% cotton single jersey
1598,"89% recycled polyester, 11% elastane interlock"
1599,Shell: 100% recycled polyester plain weave Lining: 100% recycled polyester mesh
1600,"85% recycled polyester, 15% elastane interlock"
1601,"67% cotton, 33% recycled polyester doubleknit"
1602,100% recycled polyester doubleknit
1603,100% recycled polyester plain weave
1604,"88% recycled polyester, 12% elastane seamless"
1605,"87% recycled polyester, 13% elastane plain weave"
1606,"92% cotton, 8% elastane single jersey"
1607,"89% recycled polyester, 11% elastane interlock"
1608,"75% recycled polyester, 25% elastane doubleknit"
1609,100% recycled polyester doubleknit
1610,"65% recycled polyester, 35% cotton single jersey"
1611,"91% recycled polyester, 9% elastane interlock"
1612,100% recycled polyester plain weave
1613,100% recycled polyester plain weave
1614,100% recycled polyester doubleknit
1615,"Upper body: 100% cotton single jersey Lower body: 49% recycled polyester, 46% nylon, 5% elastane piqué"
1616,"70% cotton, 30% recycled polyester single jersey"
1617,100% recycled polyester doubleknit
1618,100% recycled polyester piqué
1619,"89% recycled polyester, 11% elastane interlock"
1620,100% cotton single jersey
1621,100% cotton single jersey
1622,"65% polyester, 35% recycled polyester plain weave"
1623,"64% recycled polyester, 36% elastane interlock"
1624,"53% cotton, 36% recycled polyester, 11% viscose French terry"
1625,"40% recycled cotton, 35% recycled polyester, 25% cotton French terry"
1626,"90% cotton, 10% elastane single jersey"
1627,"64% recycled polyester, 36% elastane interlock"
1628,"88% recycled polyester, 12% elastane dobby"
1629,100% organic cotton single jersey
1630,100% cotton single jersey
1631,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
1632,100% recycled polyester doubleknit
1633,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
1634,100% cotton single jersey
1635,"52% recycled polyester, 48% cotton single jersey"
1636,"57% polyester, 43% recycled polyester plain weave"
1637,"75% recycled polyester, 25% elastane doubleknit"
1638,"85% recycled polyester, 15% elastane interlock"
1639,100% recycled nylon plain weave
1640,"79% recycled polyester, 21% elastane interlock"
1641,"52% cotton, 48% recycled polyester French terry"
1642,"53% cotton, 36% recycled polyester, 11% viscose French terry"
1643,"75% recycled polyester, 25% elastane doubleknit"
1644,100% recycled polyester tricot
1645,"82% recycled polyester, 18% elastane single jersey"
1646,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
1647,100% cotton single jersey
1648,100% organic cotton French terry
1649,100% recycled polyester jacquard
1650,100% recycled polyester doubleknit
1651,100% cotton single jersey
1652,"65% recycled polyester, 35% viscose single jersey"
1653,"Front: 88% recycled polyester, 12% elastane single jersey Back: 100% recycled polyester mesh"
1654,100% cotton single jersey
1655,"85% recycled polyester, 15% elastane interlock"
1656,"65% recycled polyester, 35% viscose single jersey"
1657,100% cotton French terry
1658,"90% cotton, 10% elastane single jersey"
1659,100% recycled polyester tricot
1660,100% cotton single jersey
1661,100% recycled polyester piqué
1662,"85% recycled polyester, 15% elastane interlock"
1663,"89% recycled polyester, 11% elastane interlock"
1664,100% cotton twill
1665,"81% cotton, 11% recycled polyester, 8% elastane doubleknit"
1666,"79% recycled polyester, 21% elastane interlock"
1667,"70% cotton, 30% recycled polyester fleece"
1668,"90% cotton, 10% elastane single jersey"
1669,"64% recycled polyester, 36% elastane interlock"
1670,100% recycled nylon plain weave
1671,"94% recycled polyester, 6% elastane dobby"
1672,Body: 100% polyester mesh Lining: 100% recycled polyester mesh
1673,100% recycled polyester tricot
1674,"88% recycled polyester, 12% elastane single jersey"
1675,"adidas Primeknit 87% recycled polyester, 10% nylon, 3% elastane seamless"
1676,"90% cotton, 10% elastane single jersey"
1677,100% cotton single jersey
1678,"64% recycled polyester, 36% elastane interlock"
1679,"70% recycled polyester, 30% cotton interlock"
1680,100% recycled polyester doubleknit
1681,100% recycled polyester interlock
1682,"89% recycled polyester, 11% elastane interlock"
1683,100% recycled polyester plain weave
1684,100% cotton French terry
1685,"89% recycled polyester, 11% elastane interlock"
1686,"91% recycled polyester, 9% elastane interlock"
1687,"85% recycled polyester, 15% elastane interlock"
1688,100% recycled polyester ripstop
1689,100% cotton single jersey
1690,100% recycled polyester doubleknit
1691,"52% cotton, 48% recycled polyester French terry"
1692,"53% cotton, 36% recycled polyester, 11% viscose French terry"
1693,"89% recycled polyester, 11% elastane interlock"
1694,"89% recycled polyester, 11% elastane interlock"
1695,100% recycled polyester doubleknit
1696,100% recycled polyester doubleknit
1697,"70% recycled polyester, 20% nylon, 10% elastane seamless"
1698,100% cotton twill
1699,"82% recycled polyester, 18% elastane single jersey"
1700,100% cotton single jersey
1701,100% recycled polyester tricot
1702,"90% cotton, 10% elastane single jersey"
1703,100% organic cotton single jersey
1704,"93% cotton, 7% elastane single jersey"
1705,"92% cotton, 8% elastane single jersey"
1706,"68% recycled polyester, 32% recycled elastane interlock"
1707,"89% recycled polyester, 11% elastane interlock"
1708,"53% cotton, 36% recycled polyester, 11% viscose fleece"
1709,"85% recycled polyester, 15% elastane interlock"
1710,"80% recycled polyester, 20% elastane ribbing"
1711,"70% cotton, 30% recycled polyester fleece"
1712,"70% cotton, 30% recycled cotton single jersey"
1713,"85% recycled polyester, 15% elastane interlock"
1714,100% recycled polyester plain weave
1715,"91% polyester, 9% elastane interlock"
1716,"Shorts: 84% recycled polyester, 16% elastane plain weave Tights: 71% nylon, 29% elastane single jersey"
1717,100% recycled polyester piqué
1718,100% polyester doubleknit
1719,100% cotton single jersey
1720,"Front body: 75% recycled polyester, 25% elastane doubleknit"
1721,100% recycled polyester dobby
1722,"79% recycled polyester, 21% elastane interlock"
1723,"92% cotton, 8% elastane single jersey"
1724,"79% recycled polyester, 21% elastane interlock"
1725,"53% recycled polyester, 25% cotton, 17% polyester, 5% elastane tricot"
1726,"52% cotton, 48% recycled polyester French terry"
1727,"65% recycled polyester, 35% viscose single jersey"
1728,100% recycled polyester doubleknit
1729,"85% recycled polyester, 15% elastane interlock"
1730,"95% cotton, 5% elastane ribbed"
1731,100% cotton single jersey
1732,100% recycled polyester fleece
1733,"57% polyester, 43% recycled polyester plain weave"
1734,"88% recycled polyester, 12% elastane single jersey"
1735,"88% recycled polyester, 12% elastane dobby"
1736,"79% recycled polyester, 21% elastane interlock"
1737,"79% recycled polyester, 21% elastane interlock"
1738,"88% recycled polyester, 12% elastane seamless"
1739,"55% recycled polyester, 28% polyester, 17% elastane doubleknit"
1740,"67% cotton, 33% recycled polyester doubleknit"
1741,100% recycled polyester interlock
1742,100% cotton single jersey
1743,"60% cotton, 40% recycled polyester doubleknit This garment is made with Primegreen, a series of high-performance recycled materials. Garments made with Primegreen use a minimum of 40% recycled content."
1744,100% recycled polyester doubleknit
1745,"Infinitex Fitness Eco 78% recycled nylon, 22% elastane tricot"
1746,100% cotton single jersey
1747,100% cotton single jersey
1748,"53% cotton, 36% recycled polyester, 11% viscose French terry"
1749,"89% recycled polyester, 11% elastane interlock"
1750,"86% recycled polyester, 14% elastane plain weave"
1751,"92% cotton, 8% elastane single jersey"
1752,100% recycled polyester jacquard
1753,100% recycled polyester ripstop
1754,100% recycled polyester spacer
1755,100% recycled nylon plain weave
1756,"67% cotton, 33% recycled polyester doubleknit"
1757,"70% recycled polyester, 19% polyester, 11% elastane interlock"
1758,"89% recycled polyester, 11% elastane interlock"
1759,100% cotton single jersey
1760,"85% recycled polyester, 15% elastane interlock"
1761,"Front: 100% recycled polyester doubleknit Back and sides: 88% recycled polyester, 12% elastane jacquard"
1762,100% cotton French terry
1763,100% nylon plain weave
1764,100% cotton single jersey
1765,"89% recycled polyester, 11% elastane interlock"
1766,"65% polyester, 35% recycled polyester plain weave"
1767,"50% polyester, 50% recycled polyester plain weave"
1768,"82% recycled polyester, 18% elastane single jersey"
1769,"70% recycled polyester, 19% polyester, 11% elastane"
1770,100% recycled polyester mesh
1771,"53% cotton, 36% recycled polyester, 11% viscose fleece"
1772,"64% recycled polyester, 36% elastane interlock"
1773,100% recycled polyester mock eyelet
1774,100% cotton single jersey
1775,"90% cotton, 10% elastane single jersey"
1776,"67% cotton, 33% recycled polyester doubleknit"
1777,"95% cotton, 5% elastane French terry"
1778,"89% recycled polyester, 11% elastane interlock"
1779,"89% recycled polyester, 11% elastane interlock"
1780,"93% cotton, 7% elastane single jersey"
1781,100% recycled polyester jacquard
1782,100% cotton single jersey
1783,"75% recycled polyester, 25% elastane doubleknit"
1784,"Front: 88% recycled polyester, 12% elastane single jersey Back: 100% recycled polyester mesh"
1785,"Infinitex Fitness Eco 78% recycled nylon, 22% elastane tricot"
1786,100% cotton single jersey
1787,"70% recycled polyester, 19% polyester, 11% elastane interlock"
1788,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
1789,"75% recycled polyester, 25% elastane doubleknit"
1790,"79% recycled polyester, 21% elastane interlock"
1791,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
1792,100% recycled polyester plain weave
1793,"Front and upper back: 57% polyester, 38% recycled polyester, 5% elastane fleece Sleeves and lower back: 92% polyester, 8% elastane fleece"
1794,"70% cotton, 30% recycled polyester French terry"
1795,Shell: 100% recycled nylon plain weave Lining: 100% recycled polyester mesh
1796,100% recycled polyester interlock
1797,Body: 100% polyester mesh Lining: 100% recycled polyester mesh
1798,100% cotton single jersey
1799,100% cotton single jersey
1800,"Infinitex Fitness Eco 78% recycled nylon, 22% elastane tricot"
1801,100% recycled polyester dobby
1802,100% recycled polyester jacquard
1803,"88% recycled polyester, 12% elastane single jersey"
1804,100% recycled polyester jacquard
1805,"90% cotton, 10% elastane single jersey"
1806,"79% recycled polyester, 21% elastane interlock"
1807,100% nylon tricot
1808,100% cotton single jersey
1809,"88% recycled polyester, 12% elastane dobby"
1810,100% cotton single jersey
1811,"53% cotton, 36% recycled polyester, 11% viscose French terry"
1812,100% cotton French terry
1813,100% cotton single jersey
1814,100% cotton single jersey
1815,"68% recycled polyester, 32% recycled elastane interlock"
1816,100% recycled polyester mock eyelet
1817,"79% recycled polyester, 12% elastane interlock"
1818,"53% cotton, 36% recycled polyester, 11% viscose French terry"
1819,"57% polyester, 43% recycled polyester plain weave"
1820,"60% cotton, 40% recycled polyester doubleknit This garment is made with Primegreen, a series of high-performance recycled materials. Garments made with Primegreen use a minimum of 40% recycled content."
1821,"85% recycled polyester, 15% elastane interlock"
1822,"92% cotton, 8% elastane single jersey"
1823,100% recycled polyester plain weave
1824,100% recycled polyester plain weave
1825,"53% cotton, 36% recycled polyester, 11% viscose fleece"
1826,100% organic cotton French terry
1827,"52% cotton, 48% recycled polyester French terry"
1828,"92% cotton, 8% elastane single jersey"
1829,100% cotton French terry
1830,100% cotton single jersey
1831,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
1832,"40% recycled cotton, 35% recycled polyester, 25% cotton French terry"
1833,100% recycled nylon plain weave
1834,"93% cotton, 7% elastane single jersey"
1835,"92% cotton, 8% elastane single jersey"
1836,100% recycled polyester doubleknit
1837,"64% recycled polyester, 36% elastane interlock"
1838,100% recycled polyester doubleknit
1839,100% recycled polyester plain weave
1840,"88% recycled polyester, 12% elastane single jersey"
1841,100% cotton single jersey
1842,"92% cotton, 8% elastane single jersey"
1843,100% cotton French terry
1844,"85% recycled polyester, 15% elastane interlock"
1845,100% cotton single jersey
1846,100% recycled polyester twill
1847,100% recycled polyester jacquard
1848,100% cotton single jersey
1849,100% cotton
1850,"89% recycled polyester, 11% elastane interlock"
1851,"Front and upper back: 57% polyester, 38% recycled polyester, 5% elastane fleece Sleeves and lower back: 92% polyester, 8% elastane fleece"
1852,"60% recycled polyester, 40% cotton interlock"
1853,100% cotton French terry
1854,100% recycled polyester doubleknit
1855,"70% recycled polyester, 19% polyester, 11% elastane interlock"
1856,"85% recycled polyester, 15% elastane interlock"
1857,"65% recycled polyester, 35% cotton single jersey"
1858,"85% recycled polyester, 15% elastane interlock"
1859,100% recycled polyester doubleknit
1860,"92% cotton, 8% elastane single jersey"
1861,"93% cotton, 7% elastane single jersey"
1862,100% nylon plain weave
1863,100% cotton French terry
1864,"52% cotton, 48% recycled polyester French terry"
1865,100% recycled polyester doubleknit
1866,100% recycled polyester doubleknit
1867,100% cotton single jersey
1868,"93% cotton, 7% elastane single jersey"
1869,"53% cotton, 36% recycled polyester, 11% viscose French terry"
1870,"60% recycled polyester, 40% cotton interlock"
1871,"52% cotton, 48% recycled polyester French terry"
1872,"85% recycled polyester, 15% elastane interlock"
1873,100% cotton French terry
1874,"93% cotton, 7% elastane single jersey"
1875,100% recycled nylon plain weave
1876,"87% recycled polyester, 13% elastane plain weave"
1877,"65% recycled polyester, 35% cotton single jersey"
1878,"92% recycled polyester, 8% elastane twill"
1879,"89% recycled polyester, 11% elastane interlock"
1880,"adidas Primeknit 72% recycled polyester, 21% nylon, 7% elastane seamless"
1881,"79% cotton, 21% recycled polyester velour"
1882,"81% cotton, 11% recycled polyester, 8% elastane doubleknit"
1883,"Filling: 80% duck down, 20% synthetic padding; Main fabric: Primegreen recycled polyester This garment is made with Primegreen, a series of high-performance recycled materials. Garments made with Primegreen use a minimum of 40% recycled content."
1884,"95% recycled polyester, 5% elastane French terry"
1885,"83% recycled polyester, 17% elastane doubleknit"
1886,100% recycled polyester doubleknit
1887,"85% recycled polyester, 15% elastane interlock"
1888,"70% recycled polyester, 20% nylon, 10% elastane seamless"
1889,100% recycled polyester interlock
1890,Body: 100% polyester mesh Lining: 100% recycled polyester mesh
1891,100% recycled polyester plain weave
1892,100% cotton single jersey
1893,"80% recycled polyester, 20% elastane single jersey"
1894,"95% recycled polyester, 5% elastane"
1895,100% recycled polyester plain weave
1896,"53% recycled polyester, 47% cotton single jersey"
1897,100% recycled polyester ripstop
1898,"75% recycled polyester, 25% elastane interlock"
1899,"89% recycled polyester, 11% elastane interlock"
1900,100% recycled polyester doubleknit
1901,100% recycled polyester doubleknit
1902,100% recycled polyester interlock
1903,100% cotton French terry
1904,100% recycled polyester tricot
1905,100% nylon ripstop
1906,100% cotton single jersey
1907,"85% recycled polyester, 15% elastane interlock"
1908,100% recycled polyester doubleknit
1909,100% recycled polyester doubleknit
1910,"82% recycled polyester, 18% elastane single jersey"
1911,"52% cotton, 48% recycled polyester French terry"
1912,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
1913,"50% polyester, 50% recycled polyester plain weave"
1914,"92% recycled polyester, 8% elastane single jersey"
1915,"95% cotton, 5% elastane French terry"
1916,"70% recycled polyester, 19% polyester, 11% elastane interlock"
1917,100% recycled polyester interlock
1918,"88% recycled polyester, 12% elastane single jersey"
1919,"85% recycled polyester, 15% elastane interlock"
1920,"70% recycled polyester, 19% polyester, 11% elastane interlock"
1921,100% cotton French terry
1922,"82% recycled polyester, 18% elastane single jersey"
1923,100% recycled polyester mock eyelet
1924,100% recycled polyester ripstop
1925,100% cotton French terry
1926,"65% recycled polyester, 35% viscose single jersey"
1927,"83% recycled polyester, 17% elastane doubleknit"
1928,"63% cotton, 37% recycled polyester doubleknit"
1929,"88% recycled polyester, 12% elastane tricot"
1930,"53% cotton, 36% recycled polyester, 11% viscose French terry"
1931,"50% polyester, 50% recycled polyester plain weave"
1932,"93% cotton, 7% elastane single jersey"
1933,100% cotton single jersey
1934,"64% recycled polyester, 36% elastane interlock"
1935,100% recycled polyester mesh
1936,100% cotton single jersey
1937,"52% cotton, 48% recycled polyester French terry"
1938,"94% recycled polyester, 6% elastane dobby"
1939,100% cotton French terry
1940,"81% cotton, 11% recycled polyester, 8% elastane doubleknit"
1941,100% recycled polyester doubleknit
1942,100% recycled polyester plain weave
1943,100% cotton single jersey
1944,"89% recycled polyester, 11% elastane single jersey"
1945,"93% cotton, 7% elastane single jersey"
1946,"90% cotton, 10% elastane single jersey"
1947,"93% cotton, 7% elastane single jersey"
1948,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
1949,"85% recycled polyester, 15% elastane interlock"
1950,100% cotton single jersey
1951,100% recycled polyester mesh
1952,100% recycled polyester mesh
1953,"53% recycled polyester, 47% cotton single jersey"
1954,"67% cotton, 33% recycled polyester doubleknit"
1955,"91% recycled polyester, 9% elastane interlock"
1956,"57% polyester, 43% recycled polyester plain weave"
1957,"88% recycled polyester, 12% elastane seamless"
1958,100% cotton single jersey
1959,100% cotton French terry
1960,100% recycled polyester interlock
1961,100% recycled nylon plain weave
1962,"60% cotton, 40% recycled polyester doubleknit This garment is made with Primegreen, a series of high-performance recycled materials. Garments made with Primegreen use a minimum of 40% recycled content."
1963,"53% recycled polyester, 47% cotton single jersey"
1964,100% recycled polyester jacquard
1965,100% recycled polyester plain weave
1966,"92% recycled polyester, 8% elastane twill"
1967,100% recycled polyester doubleknit
1968,"89% recycled polyester, 11% elastane single jersey"
1969,100% recycled polyester ripstop
1970,"65% polyester, 35% recycled polyester plain weave"
1971,"79% recycled polyester, 21% elastane interlock"
1972,100% recycled polyester interlock
1973,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
1974,"40% recycled cotton, 35% recycled polyester, 25% cotton French terry"
1975,100% cotton twill
1976,"90% cotton, 10% elastane single jersey"
1977,100% nylon plain weave
1978,92% recycled polyester / 8% elastane twill
1979,100% recycled polyester doubleknit
1980,"70% recycled polyester, 20% nylon, 10% elastane seamless"
1981,"89% recycled polyester, 11% elastane interlock"
1982,"89% recycled polyester, 11% elastane single jersey"
1983,100% cotton single jersey
1984,"65% recycled polyester, 35% polyester dobby"
1985,"79% recycled polyester, 21% elastane piqué"
1986,"Infinitex Fitness Eco 78% recycled nylon, 22% elastane tricot"
1987,"67% cotton, 33% recycled polyester doubleknit"
1988,100% cotton French terry
1989,"60% cotton, 40% recycled polyester doubleknit This garment is made with Primegreen, a series of high-performance recycled materials. Garments made with Primegreen use a minimum of 40% recycled content."
1990,"Front body: 75% recycled polyester, 25% elastane doubleknit"
1991,"AEROREADY 64% recycled polyester, 36% elastane interlock"
1992,"70% cotton, 30% recycled polyester French terry"
1993,"88% recycled polyester, 12% elastane seamless"
1994,"70% cotton, 30% recycled polyester fleece"
1995,"70% cotton, 30% recycled polyester French terry"
1996,"88% recycled polyester, 12% elastane seamless"
1997,100% recycled polyester interlock
1998,"64% recycled polyester, 36% elastane interlock"
1999,"Front: 100% recycled polyester doubleknit Back and sides: 88% recycled polyester, 12% elastane jacquard"
2000,"92% cotton, 8% elastane single jersey"
2001,100% recycled polyester tricot
2002,"53% cotton, 36% recycled polyester, 11% viscose French terry"
2003,100% recycled polyester interlock
2004,"82% recycled polyester, 18% elastane single jersey"
2005,"88% recycled polyester, 12% elastane dobby"
2006,"92% recycled polyester, 6% nylon, 2% elastane seamless"
2007,"67% cotton, 33% recycled polyester doubleknit"
2008,100% cotton single jersey
2009,"82% recycled polyester, 18% elastane single jersey"
2010,"75% recycled polyester, 25% elastane doubleknit"
2011,"79% recycled polyester, 21% elastane interlock"
2012,100% recycled polyester piqué
2013,100% recycled polyester jacquard
2014,"70% cotton, 30% recycled cotton single jersey"
2015,100% recycled polyester single jersey
2016,"50% recycled polyester, 25% cotton, 25% viscose single jersey"
2017,"89% recycled polyester, 11% elastane interlock"
2018,"70% organic cotton, 30% recycled polyester fleece"
2019,100% nylon ripstop
2020,"79% cotton, 21% recycled polyester velour"
2021,"67% cotton, 33% recycled polyester doubleknit"
2022,"92% recycled polyester, 8% elastane doubleknit"
2023,"88% recycled polyester, 12% elastane single jersey"
2024,100% recycled polyester ripstop
2025,100% organic cotton French terry
2026,"70% cotton, 30% recycled polyester fleece"
2027,"64% recycled polyester, 36% elastane interlock"
2028,"75% recycled polyester, 25% elastane interlock"
2029,"59% recycled polyester, 41% cotton spacer"
2030,100% recycled polyester ripstop
2031,"88% recycled polyester, 12% elastane single jersey"
2032,"85% recycled polyester, 15% elastane interlock"
2033,"90% cotton, 10% elastane single jersey"
2034,100% cotton French terry
2035,"Shell: 85% recycled polyester, 15% elastane doubleknit Lining: 100% recycled polyester single jersey"
2036,"85% recycled polyester, 15% elastane interlock"
2037,100% recycled polyester jacquard
2038,"88% recycled polyester, 12% elastane seamless"
